1,1,31001
2,1,7001
2,2,160009
3,1,306017
3,2,132008
3,3,402023
4,1,22548290
4,2,2319132
4,3,742043
4,4,2326133
1,1,46002
2,1,17001
2,2,31002
3,1,300017
3,2,61004
3,3,328018
4,1,22124266
4,2,2123121
4,3,609035
4,4,1705098
1,1,6001
2,1,25001
2,2,25002
3,1,107006
3,2,21001
3,3,73004
4,1,9702555
4,2,940054
4,3,195011
4,4,714041
1,1,8000
2,1,3000
2,2,12001
3,1,117007
3,2,58003
3,3,82005
4,1,9301532
4,2,955054
4,3,221013
4,4,728042
1,1,2000
2,1,4001
2,2,17001
3,1,115006
3,2,16001
3,3,73004
4,1,9541546
4,2,923053
4,3,210012
4,4,726041
1,1,2000
2,1,7001
2,2,10000
3,1,115007
3,2,17001
3,3,67004
4,1,9379536
4,2,974056
4,3,140008
4,4,726041
1,1,4000
2,1,2000
2,2,7000
3,1,131008
3,2,17001
3,3,72004
4,1,9535545
4,2,939054
4,3,162009
4,4,717041
1,1,17001
2,1,15000
2,2,38003
3,1,119006
3,2,16001
3,3,76005
4,1,9297531
4,2,988057
4,3,146008
4,4,762044
1,1,15000
2,1,16001
2,2,48003
3,1,109006
3,2,17001
3,3,89005
4,1,9729557
4,2,947054
4,3,198011
4,4,733042
1,1,9001
2,1,4000
2,2,19001
3,1,124007
3,2,26002
3,3,72004
4,1,9377536
4,2,948054
4,3,138008
4,4,701040
1,1,44003
2,1,17001
2,2,18001
3,1,109006
3,2,17001
3,3,75004
4,1,9465542
4,2,927053
4,3,237013
4,4,700040
1,1,1000
2,1,5001
2,2,11000
3,1,148009
3,2,37002
3,3,100006
4,1,9500543
4,2,982056
4,3,197011
4,4,772045
1,1,17001
2,1,9001
2,2,33002
3,1,107006
3,2,19001
3,3,92005
4,1,9595549
4,2,1069061
4,3,143008
4,4,767044
1,1,1000
2,1,2000
2,2,6000
3,1,117007
3,2,16001
3,3,71004
4,1,9514544
4,2,948054
4,3,224013
4,4,768044
1,1,14001
2,1,3000
2,2,19001
3,1,109007
3,2,17001
3,3,70004
4,1,9492543
4,2,973055
4,3,151009
4,4,746042
1,1,1000
2,1,5000
2,2,7001
3,1,129007
3,2,16001
3,3,70004
4,1,9704555
4,2,1022059
4,3,160009
4,4,726041
1,1,1000
2,1,2000
2,2,6001
3,1,103006
3,2,18001
3,3,69004
4,1,9543545
4,2,1169067
4,3,149009
4,4,722041
1,1,2000
2,1,6000
2,2,7000
3,1,112007
3,2,20001
3,3,79004
4,1,9514545
4,2,928053
4,3,221012
4,4,720042
1,1,11000
2,1,17001
2,2,26002
3,1,120006
3,2,18002
3,3,77004
4,1,9528545
4,2,981056
4,3,180010
4,4,763044
1,1,3000
2,1,3001
2,2,8000
3,1,99006
3,2,17001
3,3,89005
4,1,9329533
4,2,945054
4,3,185011
4,4,745043
1,1,9001
2,1,9000
2,2,17001
3,1,126008
3,2,24001
3,3,75004
4,1,9540546
4,2,956055
4,3,226013
4,4,728041
1,1,1000
2,1,2000
2,2,6000
3,1,107006
3,2,68004
3,3,156009
4,1,9408538
4,2,974056
4,3,157009
4,4,731042
1,1,1000
2,1,2001
2,2,8000
3,1,110006
3,2,14001
3,3,65004
4,1,9533545
4,2,977056
4,3,200011
4,4,735042
1,1,4001
2,1,7000
2,2,24001
3,1,113007
3,2,21001
3,3,72004
4,1,9500544
4,2,964055
4,3,151008
4,4,741043
1,1,4001
2,1,2000
2,2,7000
3,1,106006
3,2,16001
3,3,82005
4,1,9587548
4,2,955055
4,3,219012
4,4,733042
1,1,19001
2,1,3000
2,2,15001
3,1,110006
3,2,23002
3,3,70004
4,1,15075862
4,2,2142123
4,3,382021
4,4,2020116
1,1,11000
2,1,8001
2,2,53003
3,1,240014
3,2,61003
3,3,777044
4,1,21418225
4,2,2314133
4,3,528030
4,4,2376136
1,1,43003
2,1,14001
2,2,109006
3,1,227013
3,2,51003
3,3,520029
4,1,22855308
4,2,2126121
4,3,569033
4,4,2177124
1,1,32002
2,1,17001
2,2,69004
3,1,329019
3,2,232013
3,3,282016
4,1,21993258
4,2,2191126
4,3,392022
4,4,2257129
1,1,3000
2,1,5000
2,2,24002
3,1,277016
3,2,44002
3,3,535031
4,1,22106264
4,2,2167124
4,3,465027
4,4,2033116
1,1,2000
2,1,6001
2,2,23001
3,1,276016
3,2,48002
3,3,386022
4,1,22306276
4,2,2232128
4,3,341019
4,4,2077119
1,1,2000
2,1,16001
2,2,18001
3,1,229013
3,2,76004
3,3,262015
4,1,21745244
4,2,2291131
4,3,655038
4,4,2554146
1,1,5000
2,1,5000
2,2,24001
3,1,364021
3,2,242014
3,3,393023
4,1,22045261
4,2,2158123
4,3,390022
4,4,1859107
1,1,9000
2,1,8000
2,2,46003
3,1,290017
3,2,47002
3,3,476028
4,1,21354221
4,2,2591148
4,3,368021
4,4,2174125
1,1,3000
2,1,12000
2,2,19001
3,1,276016
3,2,76005
3,3,543031
4,1,21742243
4,2,2165124
4,3,423024
4,4,1877108
1,1,7001
2,1,10000
2,2,24002
3,1,260015
3,2,60003
3,3,534031
4,1,21340220
4,2,2402138
4,3,455026
4,4,2986170
1,1,7001
2,1,19001
2,2,53003
3,1,281016
3,2,69004
3,3,541031
4,1,21724242
4,2,2095120
4,3,484028
4,4,1920110
1,1,17001
2,1,3000
2,2,22002
3,1,248014
3,2,95005
3,3,516030
4,1,21493229
4,2,2279131
4,3,618035
4,4,2136122
1,1,2000
2,1,12000
2,2,25002
3,1,294017
3,2,50003
3,3,397022
4,1,21554233
4,2,2109121
4,3,400023
4,4,1534087
1,1,0
2,1,2000
2,2,9000
3,1,110007
3,2,30001
3,3,101006
4,1,9468542
4,2,998057
4,3,147008
4,4,960055
1,1,0
2,1,2000
2,2,8000
3,1,135008
3,2,60004
3,3,117006
4,1,9518545
4,2,1001057
4,3,151009
4,4,724041
1,1,1000
2,1,1000
2,2,9000
3,1,99006
3,2,20001
3,3,72004
4,1,9613550
4,2,951055
4,3,189010
4,4,726042
1,1,23001
2,1,56004
2,2,10000
3,1,133008
3,2,18001
3,3,77004
4,1,9455541
4,2,984056
4,3,176010
4,4,726042
1,1,5000
2,1,2000
2,2,8001
3,1,105006
3,2,15000
3,3,71004
4,1,9721556
4,2,973056
4,3,146009
4,4,736042
1,1,2000
2,1,11001
2,2,17001
3,1,126007
3,2,24001
3,3,85005
4,1,9459541
4,2,950055
4,3,196011
4,4,742042
1,1,3001
2,1,11000
2,2,18001
3,1,105006
3,2,17001
3,3,86005
4,1,9599549
4,2,999057
4,3,172010
4,4,741043
1,1,3000
2,1,10000
2,2,16001
3,1,117007
3,2,23001
3,3,86005
4,1,9536546
4,2,940053
4,3,157009
4,4,753043
1,1,1000
2,1,2000
2,2,10001
3,1,107006
3,2,20001
3,3,84005
4,1,9439540
4,2,996056
4,3,157009
4,4,722042
1,1,1001
2,1,27001
2,2,16001
3,1,112006
3,2,17001
3,3,68004
4,1,9431540
4,2,887050
4,3,220013
4,4,740042
1,1,7000
2,1,10001
2,2,15001
3,1,120007
3,2,19001
3,3,74004
4,1,9627551
4,2,978056
4,3,182010
4,4,736042
1,1,1000
2,1,2000
2,2,9001
3,1,101006
3,2,19001
3,3,72004
4,1,9553546
4,2,945054
4,3,166010
4,4,738042
1,1,11000
2,1,7001
2,2,30001
3,1,100006
3,2,16001
3,3,71004
4,1,9412538
4,2,979056
4,3,157009
4,4,747043
1,1,1000
2,1,4000
2,2,14001
3,1,130008
3,2,18001
3,3,68003
4,1,9583549
4,2,1095062
4,3,198012
4,4,831047
1,1,5000
2,1,2000
2,2,15001
3,1,100006
3,2,33002
3,3,84005
4,1,9721556
4,2,952054
4,3,229013
4,4,741043
1,1,2000
2,1,4000
2,2,16001
3,1,138008
3,2,20001
3,3,73004
4,1,9492543
4,2,971056
4,3,202012
4,4,722041
1,1,20001
2,1,15001
2,2,18001
3,1,134008
3,2,51003
3,3,90005
4,1,9455541
4,2,939054
4,3,160009
4,4,755043
1,1,13001
2,1,7001
2,2,10000
3,1,109006
3,2,17001
3,3,75005
4,1,9496543
4,2,979056
4,3,142008
4,4,758043
1,1,2000
2,1,1000
2,2,7001
3,1,112006
3,2,18001
3,3,70004
4,1,9452541
4,2,925053
4,3,221012
4,4,737042
1,1,43003
2,1,45002
2,2,10001
3,1,105006
3,2,16001
3,3,68004
4,1,9277531
4,2,906051
4,3,226013
4,4,713041
1,1,2000
2,1,14001
2,2,30002
3,1,124007
3,2,34002
3,3,95005
4,1,9334534
4,2,923053
4,3,224013
4,4,764044
1,1,31002
2,1,17001
2,2,12000
3,1,130008
3,2,27001
3,3,80005
4,1,9554546
4,2,993057
4,3,170010
4,4,819047
1,1,0
2,1,4000
2,2,9001
3,1,113006
3,2,58003
3,3,100006
4,1,9524545
4,2,1119064
4,3,196011
4,4,750043
1,1,1000
2,1,3000
2,2,10001
3,1,125007
3,2,23001
3,3,73005
4,1,19413110
4,2,2224127
4,3,343020
4,4,1808103
1,1,21001
2,1,5000
2,2,33002
3,1,234013
3,2,49003
3,3,401023
4,1,21732243
4,2,2266130
4,3,412023
4,4,2278131
1,1,3000
2,1,4000
2,2,19001
3,1,281016
3,2,68004
3,3,337019
4,1,22055262
4,2,2074119
4,3,485027
4,4,1944112
1,1,9001
2,1,4000
2,2,30002
3,1,226013
3,2,52003
3,3,392022
4,1,21439226
4,2,2102120
4,3,389023
4,4,2056117
1,1,4000
2,1,3001
2,2,16001
3,1,285016
3,2,45002
3,3,498029
4,1,22174268
4,2,2191126
4,3,444025
4,4,1880107
1,1,8001
2,1,19001
2,2,67004
3,1,232013
3,2,58003
3,3,485028
4,1,21473228
4,2,2086119
4,3,348020
4,4,2013116
1,1,8000
2,1,8001
2,2,27001
3,1,300017
3,2,36002
3,3,170010
4,1,22047261
4,2,2079119
4,3,599034
4,4,1989114
1,1,1000
2,1,8001
2,2,22001
3,1,277016
3,2,41002
3,3,450026
4,1,22335278
4,2,2136122
4,3,519029
4,4,2127122
1,1,3000
2,1,6001
2,2,69004
3,1,347019
3,2,836048
3,3,510029
4,1,22104265
4,2,2069118
4,3,399023
4,4,1950111
1,1,2000
2,1,4000
2,2,28002
3,1,242014
3,2,71004
3,3,210012
4,1,21997258
4,2,2278130
4,3,892051
4,4,3555204
1,1,3000
2,1,6001
2,2,18001
3,1,286016
3,2,152009
3,3,829047
4,1,22493287
4,2,1979113
4,3,418024
4,4,2016115
1,1,3000
2,1,26001
2,2,32002
3,1,219013
3,2,74004
3,3,801046
4,1,21650238
4,2,2539145
4,3,534031
4,4,1834105
1,1,3001
2,1,6000
2,2,26001
3,1,285017
3,2,43002
3,3,297017
4,1,22576291
4,2,2253129
4,3,392023
4,4,2025116
1,1,3000
2,1,6001
2,2,17001
3,1,221012
3,2,103006
3,3,433025
4,1,21600236
4,2,2073118
4,3,385022
4,4,1649094
1,1,1000
2,1,2000
2,2,8000
3,1,125007
3,2,34002
3,3,117007
4,1,9493543
4,2,1020058
4,3,160010
4,4,846048
1,1,1000
2,1,2000
2,2,10000
3,1,101006
3,2,20001
3,3,86005
4,1,9669553
4,2,979056
4,3,149009
4,4,710040
1,1,3001
2,1,3000
2,2,14001
3,1,109006
3,2,23001
3,3,76004
4,1,9409539
4,2,907051
4,3,215013
4,4,757043
1,1,10000
2,1,4000
2,2,37002
3,1,134008
3,2,17001
3,3,71004
4,1,9529545
4,2,918053
4,3,211012
4,4,732042
1,1,6000
2,1,10001
2,2,15001
3,1,148008
3,2,36002
3,3,65004
4,1,9348534
4,2,934054
4,3,214012
4,4,793046
1,1,2000
2,1,2000
2,2,10000
3,1,110007
3,2,18001
3,3,74004
4,1,9611550
4,2,989056
4,3,145008
4,4,816047
1,1,1000
2,1,2000
2,2,10001
3,1,109006
3,2,17001
3,3,74004
4,1,9351535
4,2,967056
4,3,200011
4,4,713041
1,1,10001
2,1,4000
2,2,19001
3,1,130008
3,2,16001
3,3,70004
4,1,9550546
4,2,962055
4,3,151009
4,4,747042
1,1,8001
2,1,2000
2,2,11000
3,1,116007
3,2,16001
3,3,85005
4,1,9347534
4,2,1007058
4,3,162009
4,4,758044
1,1,0
2,1,3001
2,2,8000
3,1,114007
3,2,20001
3,3,77004
4,1,9869565
4,2,912052
4,3,225013
4,4,750043
1,1,16001
2,1,18001
2,2,36002
3,1,129007
3,2,16001
3,3,237014
4,1,9538545
4,2,954055
4,3,196011
4,4,757043
1,1,9000
2,1,4000
2,2,17001
3,1,115007
3,2,29002
3,3,76004
4,1,9370536
4,2,961055
4,3,184010
4,4,721042
1,1,1000
2,1,3000
2,2,8000
3,1,106007
3,2,22001
3,3,74004
4,1,9524545
4,2,925053
4,3,186010
4,4,721042
1,1,7001
2,1,4000
2,2,16001
3,1,118006
3,2,18002
3,3,108006
4,1,9396537
4,2,955055
4,3,189011
4,4,741042
1,1,4000
2,1,4000
2,2,12001
3,1,103006
3,2,18001
3,3,73004
4,1,9954570
4,2,934053
4,3,212012
4,4,763044
1,1,16001
2,1,11000
2,2,24002
3,1,102005
3,2,15001
3,3,68004
4,1,9384537
4,2,970055
4,3,162010
4,4,738042
1,1,2000
2,1,3000
2,2,14001
3,1,130008
3,2,16001
3,3,89005
4,1,19760130
4,2,2284131
4,3,426024
4,4,2564147
1,1,28002
2,1,16000
2,2,43003
3,1,244014
3,2,45002
3,3,311018
4,1,23082320
4,2,2156124
4,3,382022
4,4,1861106
1,1,3000
2,1,14001
2,2,97006
3,1,252014
3,2,50003
3,3,816047
4,1,21231214
4,2,2421138
4,3,654038
4,4,2130122
1,1,9000
2,1,4000
2,2,31002
3,1,250014
3,2,39003
3,3,376021
4,1,22206270
4,2,2126122
4,3,511029
4,4,2247129
1,1,6000
2,1,7001
2,2,22001
3,1,210012
3,2,54003
3,3,467027
4,1,22020259
4,2,2089120
4,3,446025
4,4,1913110
1,1,8000
2,1,7001
2,2,20001
3,1,256015
3,2,68003
3,3,330019
4,1,21700242
4,2,1988113
4,3,548032
4,4,2101120
1,1,4000
2,1,7001
2,2,22001
3,1,274015
3,2,49003
3,3,214013
4,1,21709241
4,2,2216127
4,3,372021
4,4,1779102
1,1,2000
2,1,3000
2,2,17001
3,1,232014
3,2,39002
3,3,362021
4,1,21277217
4,2,2244128
4,3,388022
4,4,1731099
1,1,51003
2,1,15001
2,2,37002
3,1,246014
3,2,49003
3,3,381022
4,1,21904252
4,2,2061118
4,3,384022
4,4,1723099
1,1,10000
2,1,5001
2,2,50002
3,1,232014
3,2,76004
3,3,528030
4,1,21127209
4,2,2196125
4,3,413024
4,4,1862106
1,1,9001
2,1,8000
2,2,21001
3,1,239014
3,2,54003
3,3,244014
4,1,21265216
4,2,2074119
4,3,484028
4,4,2757157
1,1,9001
2,1,10000
2,2,22002
3,1,268015
3,2,208012
3,3,517029
4,1,20857193
4,2,2215127
4,3,400023
4,4,1863106
1,1,2000
2,1,15001
2,2,29002
3,1,258015
3,2,62003
3,3,187011
4,1,21531231
4,2,2104121
4,3,333019
4,4,2347134
1,1,236013
2,1,9001
2,2,20001
3,1,337019
3,2,394022
3,3,467027
4,1,22445284
4,2,2165124
4,3,401023
4,4,1504086
1,1,1000
2,1,1000
2,2,8001
3,1,108006
3,2,17001
3,3,72004
4,1,9335534
4,2,987056
4,3,134008
4,4,701040
1,1,1000
2,1,1000
2,2,9000
3,1,99006
3,2,15001
3,3,72004
4,1,9342534
4,2,939054
4,3,154009
4,4,730042
1,1,2000
2,1,3000
2,2,12001
3,1,114007
3,2,25001
3,3,85005
4,1,9249529
4,2,953055
4,3,186010
4,4,695040
1,1,6001
2,1,2000
2,2,14000
3,1,105006
3,2,20002
3,3,70004
4,1,9173524
4,2,937054
4,3,188011
4,4,717041
1,1,10001
2,1,14001
2,2,9000
3,1,124007
3,2,13001
3,3,62004
4,1,9306532
4,2,911052
4,3,179010
4,4,684039
1,1,13000
2,1,30002
2,2,15000
3,1,114007
3,2,17001
3,3,67004
4,1,9439540
4,2,912052
4,3,178010
4,4,723041
1,1,8000
2,1,3000
2,2,10001
3,1,144008
3,2,32002
3,3,116007
4,1,9145523
4,2,944054
4,3,201011
4,4,693040
1,1,92005
2,1,5000
2,2,27002
3,1,113006
3,2,16001
3,3,70004
4,1,9310533
4,2,885050
4,3,203012
4,4,728042
1,1,10001
2,1,33002
2,2,82005
3,1,112006
3,2,26001
3,3,114007
4,1,9265530
4,2,926053
4,3,193011
4,4,682039
1,1,33002
2,1,21001
2,2,29002
3,1,102005
3,2,15001
3,3,64004
4,1,9361535
4,2,920053
4,3,184011
4,4,766043
1,1,21001
2,1,8000
2,2,34002
3,1,105006
3,2,196012
3,3,73004
4,1,9216527
4,2,957055
4,3,223012
4,4,720042
1,1,3001
2,1,19001
2,2,40002
3,1,124007
3,2,24001
3,3,76005
4,1,9348535
4,2,929053
4,3,176010
4,4,740042
1,1,13001
2,1,2000
2,2,17001
3,1,117007
3,2,35002
3,3,82005
4,1,9244528
4,2,938054
4,3,188011
4,4,710040
1,1,5000
2,1,4000
2,2,15001
3,1,131008
3,2,22001
3,3,118007
4,1,9252529
4,2,930053
4,3,176010
4,4,768044
1,1,4001
2,1,6000
2,2,39002
3,1,102006
3,2,20001
3,3,77005
4,1,9235528
4,2,917052
4,3,181011
4,4,716041
1,1,3000
2,1,8000
2,2,19001
3,1,111007
3,2,23001
3,3,88005
4,1,9455541
4,2,929053
4,3,196011
4,4,733042
1,1,2000
2,1,4000
2,2,13001
3,1,107006
3,2,31002
3,3,84005
4,1,9234528
4,2,891051
4,3,192011
4,4,719041
1,1,10000
2,1,3001
2,2,13000
3,1,116007
3,2,96005
3,3,72005
4,1,17940026
4,2,2042117
4,3,377021
4,4,1856106
1,1,15001
2,1,17001
2,2,33002
3,1,220012
3,2,47003
3,3,314018
4,1,21258216
4,2,2072118
4,3,383022
4,4,1803103
1,1,2000
2,1,4000
2,2,28002
3,1,238013
3,2,34002
3,3,250015
4,1,21672239
4,2,2016115
4,3,454026
4,4,1811104
1,1,2000
2,1,4000
2,2,18001
3,1,270016
3,2,44002
3,3,301017
4,1,21500230
4,2,2070119
4,3,367021
4,4,1825104
1,1,1000
2,1,5001
2,2,15001
3,1,229013
3,2,78004
3,3,365021
4,1,21680240
4,2,2100120
4,3,362021
4,4,1747100
1,1,12001
2,1,3000
2,2,26002
3,1,251014
3,2,57003
3,3,619036
4,1,20993201
4,2,2381136
4,3,440025
4,4,2097120
1,1,9000
2,1,8001
2,2,16001
3,1,235013
3,2,37002
3,3,160009
4,1,21338221
4,2,2147123
4,3,399023
4,4,1730099
1,1,14001
2,1,45002
